id;idUniv;status;universitas;berdiri;noSK;tanggalSK;alamat;kotakab;kodePos;telepon;fax;email;website;oldAddr;oldLat;oldLong;Addr;Lat;Long
12;61;Aktif;Universitas Sam Ratulangi;9/14/1965;277 TAHUN 1965;9/14/1965;Kampus Unsrat Bahu ;Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara;95115;0431-863886;0431-822568;rektorat@unsrat.ac.id;www.unsrat.ac.id;Kampus Unsrat Bahu  Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara 95115 ;1.450963;124.825369;Universitas Sam Ratulangi Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara 95115;1.4592105;124.8292757
13;62;Aktif;Universitas Udayana;17 Agustus 1962 ;10462;9 Agustus 1962 ;Jl.Kampus Bukit UNUD Jimbaran ,Badung-Bali;Kab. Badung - Prop. Bali - Indonesia;80361;0361-701954;0361-701907;info@unud.ac.id;www.unud.ac.id;Jl.Kampus Bukit UNUD Jimbaran ,Badung-Bali Kab. Badung - Prop. Bali - Indonesia 80361 ;-8.7982727;115.1723921;Universitas Udayana Kab. Badung - Prop. Bali - Indonesia 80361;-8.7982727;115.1723921
14;63;Aktif;Universitas Nusa Cendana;9/1/1962;III TAHUN 1962;28 Agustus 1962 ;Jalan Adisucipto Penfui ;Kota Kupang - Prop. Nusa Tenggara Timur - Indonesia;85001;(0380)881580;881674;puskomundana@yahoo.com; http:www.undana.ac.id;Jalan Adisucipto Penfui  Kota Kupang - Prop. Nusa Tenggara Timur - Indonesia 85001 ;-10.1544464;123.6589219;Universitas Nusa Cendana Kota Kupang - Prop. Nusa Tenggara Timur - Indonesia 85001;-10.1544464;123.6589219
15;64;Aktif;Universitas Mulawarman;9/27/1962;KEPRES NO 65;9/28/1962;Jalan Kuaro Gunung Kelua ;Kota Samarinda - Prop. Kalimantan Timur - Indonesia;75119;541741118;541732870;rektorat-unmul@smd.mega.net;www.unmul.ac.id;Jalan Kuaro Gunung Kelua  Kota Samarinda - Prop. Kalimantan Timur - Indonesia 75119 ;-0.3603672;117.2740638;Universitas Mulawarman Kota Samarinda - Prop. Kalimantan Timur - Indonesia 75119;-0.4697647;117.1541237
16;65;Aktif;Universitas Mataram;1 Oktober 1962 ;139;11/3/1962;Jalan Majapahit No 62 ;Kec. Selaperang - Kota Mataram - Prop. Nusa Tenggara Barat;83125;0370-633007;0370-636041;rektor@unram.ac.id;www.unram.ac.id;Jalan Majapahit No 62  Kec. Selaperang - Kota Mataram - Prop. Nusa Tenggara Barat 83125 ;-8.5877157;116.0955967;Universitas Mataram Kec. Selaperang - Kota Mataram - Prop. Nusa Tenggara Barat 83125;-8.5834619;116.092923
17;66;Aktif;Universitas Riau;9/1/1962;02KPTSJUR62;9/25/1962;Kampus Bina Widya Simpang Baru;Kota Pekanbaru - Prop. Riau - Indonesia;28293;0761-63266;0761-63279;unri@ac.id;www.unri.ac.id;Kampus Bina Widya Simpang Baru Kota Pekanbaru - Prop. Riau - Indonesia 28293 ;0.468201;101.367152;Universitas Riau Kota Pekanbaru - Prop. Riau - Indonesia 28293;0.476395;101.380647
18;67;Aktif;Universitas Cenderawasih;11/10/1962;3891962;11/10/1962;Kampus Uncen Waena Jl Camp Wolker;Kota Jayapura - Prop. Papua - Indonesia;99358;0967-572108;0967-572102;humas@unicen.ac.id;www.unicen.ac.id;Kampus Uncen Waena Jl Camp Wolker Kota Jayapura - Prop. Papua - Indonesia 99358 ;-2.5423787;140.3894858;Universitas Cenderawasih Kota Jayapura - Prop. Papua - Indonesia 99358;-2.6095365;140.6596853
19;68;Aktif;Universitas Brawijaya;9/23/1963;196;5 Januari 1963 ;Jalan Veteran ;Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur;65145;0341-551611;0341-565420;rektorat@ub.ac.id;www.ub.ac.id;Jalan Veteran  Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65145 ;-7.9572786;112.6176294;Universitas Brawijaya Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65145;-7.9524401;112.6129181
20;69;Aktif;Universitas Jambi;1 Januari 1963 ;O1KP1963;1 Januari 1963 ;Jl. Raya Jambi Muara Bulian Km 15;Kab. Muaro Jambi - Prop. Jambi - Indonesia;36361;741583377;741583111;unja@unja.ac.id;www.unja.ac.id;Jl. Raya Jambi Muara Bulian Km 15 Kab. Muaro Jambi - Prop. Jambi - Indonesia 36361 ;-1.657759;103.5552603;Universitas Jambi Kab. Muaro Jambi - Prop. Jambi - Indonesia 36361;-1.6115412;103.5200459
21;70;Aktif;Universitas Pattimura;8 Agustus 1962 ;66;4/23/1963;Jalan Ir M Putuhena, Kampus Poka, AMBON ;Kota Ambon - Prop. Maluku - Indonesia;97233;(0911)322626;(0911)322626;rektor@unpatti.ac.id;www.unpatti.ac.id;Jalan Ir M Putuhena, Kampus Poka, AMBON  Kota Ambon - Prop. Maluku - Indonesia 97233 ;-3.6521671;128.1915828;Universitas Pattimura Kota Ambon - Prop. Maluku - Indonesia 97233;-3.6521671;128.1915828
22;71;Aktif;Universitas Tanjungpura;6 Mei 1963 ;53 THN.1963;16 Mei 1963 ;Jalan Jenderal Ahmad Yani ;Kota Pontianak - Prop. Kalimantan Barat - Indonesia;78124;0561-736033,739630;0561-739630,739636;"1) untan_59@untan.ac.id; 2) untan_59@untan.ac.id";www.untan.ac.id;Jalan Jenderal Ahmad Yani  Kota Pontianak - Prop. Kalimantan Barat - Indonesia 78124 ;-0.0620984;109.3550979;Universitas Tanjungpura Kota Pontianak - Prop. Kalimantan Barat - Indonesia 78124;-0.0597309;109.3457504
23;72;Aktif;Universitas Jenderal Soedirman;9/23/1963;195;9/23/1963;Jl Prof Dr HR Boenyamin 708 ;Kec. Purwokerto Utara - Kab. Banyumas - Prop. Jawa Tengah;53122;0281-635292;0281-631802;kusja@unsoed.ac.id;www.unsoed.ac.id;Jl Prof Dr HR Boenyamin 708  Kec. Purwokerto Utara - Kab. Banyumas - Prop. Jawa Tengah 53122 ;-7.4050847;109.2473603;Universitas Jenderal Soedirman Kec. Purwokerto Utara - Kab. Banyumas - Prop. Jawa Tengah 53122;-7.4042404;109.2453948
24;73;Aktif;Universitas Palangka Raya;1 Januari 1963 ;SK MENTERI PTIP NO : 141;11/10/1963;Kampus Unpar Tunjung Nyaho Jl. Yos Sudarso;Kota Palangka Raya - Prop. Kalimantan Tengah - Indonesia;27111;0536-3227111;0536-3227111;info@upr.ac.id;upr.ac.id;Kampus Unpar Tunjung Nyaho Jl. Yos Sudarso Kota Palangka Raya - Prop. Kalimantan Tengah - Indonesia 27111 ;-6.5907484;108.4206736;Universitas Palangka Raya Kota Palangka Raya - Prop. Kalimantan Tengah - Indonesia 27111;-2.2126852;113.9038657
25;74;Aktif;Universitas Jember;11/10/1964;No.1511964;11/10/1964;Jalan Kalimantan No 37 Kampus Tegalboto;Kec. Sumbersari - Kab. Jember - Prop. Jawa Timur;68121;331330224;331337422;humas@unej.ac.id;www.unej.ac.id;Jalan Kalimantan No 37 Kampus Tegalboto Kec. Sumbersari - Kab. Jember - Prop. Jawa Timur 68121 ;-8.1635716;113.7142301;Universitas Jember Kec. Sumbersari - Kab. Jember - Prop. Jawa Timur 68121;-8.1635716;113.7142301
26;75;Aktif;Universitas Lampung;9/22/1965;894124121967;9/21/1967;Jl Sumantri Brojonegoro No 1 Gedong Meneng;Kec. Rajabasa - Kota Bandar Lampung - Prop. Lampung;35145;721701609;721701609;humas@kpa.unila.ac.id;www.unila.ac.id;Jl Sumantri Brojonegoro No 1 Gedong Meneng Kec. Rajabasa - Kota Bandar Lampung - Prop. Lampung 35145 ;-5.3643138;105.2430595;Universitas Lampung Kec. Rajabasa - Kota Bandar Lampung - Prop. Lampung 35145;-5.3658227;105.2429272
27;76;Aktif;Universitas Sebelas Maret;8 Maret 1976 ;KEPPRES RI NOMOR 10 TAHUN 1976;8 Maret 1976 ;Jalan Ir Sutami 36-A Kentingan;Kota Surakarta - Prop. Jawa Tengah - Indonesia;57126;0271 646994; 0271 642283; admin-uns@uns.ac.id;uns.ac.id;Jalan Ir Sutami 36-A Kentingan Kota Surakarta - Prop. Jawa Tengah - Indonesia 57126 ;-7.5607481;110.8566134;Universitas Sebelas Maret Kota Surakarta - Prop. Jawa Tengah - Indonesia 57126;-7.5607481;110.8566134
28;77;Aktif;Universitas Tadulako;1 Mei 1981 ;170B-SWTP1997;4/1/1997;Kampus Bumi Tadulako Tondo ;Kota Palu - Prop. Sulawesi Tengah - Indonesia;94118;0451-422611;0541-422355;untad@untad.ac.id;www.untad.ac.id;Kampus Bumi Tadulako Tondo  Kota Palu - Prop. Sulawesi Tengah - Indonesia 94118 ;-0.8364322;119.8936937;Universitas Tadulako Kota Palu - Prop. Sulawesi Tengah - Indonesia 94118;-0.8364322;119.8936937
29;78;Aktif;Universitas Halu Oleo;19 Agustus 1981 ;37 TAHUN 1981;11 Agustus 1981 ;Kampus Bumi Tridharma Anduonohu, Jalan H.E.A. Mokodompit, Kodya Kendari, Sulawes;Kota Kendari - Prop. Sulawesi Tenggara - Indonesia;93232;0401-3194163;0401-3190006;info@uho.ac.id;www.uho.ac.id;Kampus Bumi Tridharma Anduonohu, Jalan H.E.A. Mokodompit, Kodya Kendari, Sulawes Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93232 ;-4.0086915;122.5227249;Universitas Halu Oleo Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93232;-4.0086915;122.5227249
30;79;Aktif;Universitas Bengkulu;4/24/1982;KEPPRES NO 17 TAHUN 1982;31 Maret 1982 ;Jalan WR Supratman Kandang Limun ;Kec. Muara Bangkahulu - Kota Bengkulu - Prop. Bengkulu;38371;0736-21170;0736-22105;rektorat@unib.ac.id;www.unib.ac.id;Jalan WR Supratman Kandang Limun  Kec. Muara Bangkahulu - Kota Bengkulu - Prop. Bengkulu 38371 ;-3.7601144;102.2745325;Universitas Bengkulu Kec. Muara Bangkahulu - Kota Bengkulu - Prop. Bengkulu 38371;-3.7599985;102.272497
31;80;Aktif;Universitas Terbuka;9/4/1984;41TAHUN 1984;11 Juni 1984 ;Jalan Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan;Prop. D.K.I. Jakarta - Indonesia;15418;021-7490941;021-7490147;hallo-ut@ut.ac.id;www.ut.ac.id;Jalan Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan Prop. D.K.I. Jakarta - Indonesia 15418 ;-6.3289397;106.7673059;Universitas Terbuka Prop. D.K.I. Jakarta - Indonesia 15418;-6.344857;106.758034
32;81;Aktif;Universitas Negeri Padang;8 Januari 1997 ;1884D11997;8 Januari 1997 ;"Jalan Prof Dr Hamka Kampus Air Tawar
Padang
Sumatera Barat";Kota Padang - Prop. Sumatera Barat - Indonesia;25131;7517051260;7517055628;info@unp.ac.id;www.unp.ac.id;"Jalan Prof Dr Hamka Kampus Air Tawar
Padang
Sumatera Barat Kota Padang - Prop. Sumatera Barat - Indonesia 25131 ";-0.949888;100.353063;Universitas Negeri Padang Kota Padang - Prop. Sumatera Barat - Indonesia 25131;-0.897936;100.3465033
33;82;Aktif;Universitas Negeri Malang;18 Oktober 1954 ;33756Kab;10 Desember 1958 ;Jalan Semarang 5 Malang;Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur;65145;0341-551312;0341-551921;rektorat@um.ac.id;www.um.ac.id;Jalan Semarang 5 Malang Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65145 ;-7.9640183;112.6202643;Universitas Negeri Malang Kec. Lowokwaru - Kota Malang - Prop. Jawa Timur 65145;-7.962774;112.618478
34;83;Aktif;Universitas Pendidikan Indonesia;20 Oktober 1954 ;PP NO 6 TAHUN 2004;30 Januari 2004 ;Jalan Dr Setiabudhi No 229 ;Kota Bandung - Prop. Jawa Barat - Indonesia;40154;022-2013161;022-2013651;info@upi.edu;www.upi.edu;Jalan Dr Setiabudhi No 229  Kota Bandung - Prop. Jawa Barat - Indonesia 40154 ;-6.8646539;107.5941861;Universitas Pendidikan Indonesia Kota Bandung - Prop. Jawa Barat - Indonesia 40154;-6.8615247;107.5896671
35;84;Aktif;Universitas Negeri Manado;9/22/1955;127 TAHUN 2000;9/13/2000;Jalan Kampus Unima ;Kec. Tondano Selatan - Kab. Minahasa - Prop. Sulawesi Utara;95618;4321321845;431321866; info@unima.ac.id; www.unima.ac.id;Jalan Kampus Unima  Kec. Tondano Selatan - Kab. Minahasa - Prop. Sulawesi Utara 95618 ;1.2792159;124.8771845;Universitas Negeri Manado Kec. Tondano Selatan - Kab. Minahasa - Prop. Sulawesi Utara 95618;1.2724349;124.8843939
36;85;Aktif;Universitas Negeri Makassar;1 Januari 1964 ;11;1 Januari 1964 ;Jalan A P Pettarani Gunungsari;Kota Makassar - Prop. Sulawesi Selatan - Indonesia;90222;0411 868943;0411 860794;admin@unm.ac.id;www.unm.ac.id;Jalan A P Pettarani Gunungsari Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90222 ;-5.1577253;119.4365841;Universitas Negeri Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90222;-5.1585949;119.4308019
37;86;Aktif;Universitas Negeri Jakarta;16 Mei 1964 ;551963;22 Mei 1963 ;Jalan Rawamangun Muka ;Kec. Pulo Gadung - Kota Jakarta Timur - Prop. D.K.I. Jakarta;13220;021-4893854;021-4893854;unj@unj.ac.id;www.unj.ac.id;Jalan Rawamangun Muka  Kec. Pulo Gadung - Kota Jakarta Timur - Prop. D.K.I. Jakarta 13220 ;-6.196718;106.8828215;Universitas Negeri Jakarta Kec. Pulo Gadung - Kota Jakarta Timur - Prop. D.K.I. Jakarta 13220;-6.194859;106.8782741
38;87;Aktif;Universitas Negeri Yogyakarta;21 Mei 1964 ;31964;14 Mei 1964 ;Kampus Karangmalang Yogyakarta ;Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia;55281;0274-586168;0274-565500;humas@uny.ac.id;www.uny.ac.id;Kampus Karangmalang Yogyakarta  Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia 55281 ;-7.7724858;110.3866218;Universitas Negeri Yogyakarta Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia 55281;-7.7758886;110.3840355
39;88;Aktif;Universitas Negeri Surabaya;19 Desember 1964 ;269;19 Desember 1964 ;Jalan Ketintang ;Kota Surabaya - Prop. Jawa Timur - Indonesia;60231;318280009;318280484;rektor@unesa.ac.id;www.unesa.ac.id;Jalan Ketintang  Kota Surabaya - Prop. Jawa Timur - Indonesia 60231 ;-7.3099188;112.7294952;Universitas Negeri Surabaya Kota Surabaya - Prop. Jawa Timur - Indonesia 60231;-7.3134828;112.7286666
40;89;Aktif;Universitas Negeri Medan;23 Juni 1963 ;124 TAHUN 1999;7 Oktober 1999 ;Jalan Willem Iskandar Pasar V Medan Estate;Kota Medan - Prop. Sumatera Utara - Indonesia;20221;061-6613365,6613276;061-6614002, 6613319;admin@unimed.ac.id;http:www.unimed.ac.id;Jalan Willem Iskandar Pasar V Medan Estate Kota Medan - Prop. Sumatera Utara - Indonesia 20221 ;3.6131786;98.7071612;Universitas Negeri Medan Kota Medan - Prop. Sumatera Utara - Indonesia 20221;3.565035;98.6553008
41;90;Aktif;Universitas Negeri Semarang;9/14/1965;22502000;6 Desember 2000 ;Gedung H (Rektorat) Kampus Unnes Sekaran Gunungpati ;Kec. Gunung Pati - Kota Semarang - Prop. Jawa Tengah;50229;024-8508091-93;024-8508082 (84);unnes@unnes.ac.id;www.unnes.ac.id;Gedung H (Rektorat) Kampus Unnes Sekaran Gunungpati  Kec. Gunung Pati - Kota Semarang - Prop. Jawa Tengah 50229 ;-7.0511909;110.3915746;Universitas Negeri Semarang Kec. Gunung Pati - Kota Semarang - Prop. Jawa Tengah 50229;-7.0481927;110.3968368
42;91;Aktif;Universitas Sultan Ageng Tirtayasa;19 Maret 2001 ;KEP PRES NO. 32 TAHUN 2001;19 Maret 2001 ;Jl Raya Jakarta Km 4 Pakupatan;Kota Serang - Prop. Banten - Indonesia;42118;0254-280330;0254-281254;info@untirta.ac.id;http:www.untirta.ac.id;Jl Raya Jakarta Km 4 Pakupatan Kota Serang - Prop. Banten - Indonesia 42118 ;-6.1278174;106.1786787;Universitas Sultan Ageng Tirtayasa Kota Serang - Prop. Banten - Indonesia 42118;-6.1208316;106.1940069
43;93;Aktif;Universitas Khairun;15 Agustus 1964 ;18;30 Juli 1989 ;Jalan Pertamina Kampus II Gambesi;Kec. Ternate Selatan - Kota Ternate - Prop. Maluku Utara;97719;0921-31109013110903;0921-3110901;univkhairun_tte@yahoo.co.id;unkhair.ac.id;Jalan Pertamina Kampus II Gambesi Kec. Ternate Selatan - Kota Ternate - Prop. Maluku Utara 97719 ;1.4689713;124.8330646;Universitas Khairun Kec. Ternate Selatan - Kota Ternate - Prop. Maluku Utara 97719;1.4689713;124.8330646
44;94;Aktif;Universitas Papua;11/3/2000;155 Tahun 2014;17 Oktober 2014 ;Jl Gunung Salju, Amban Manokwari;Kab. Manokwari - Prop. Papua Barat - Indonesia;98314;0986-211974, 211754;0986-211455;rektor@unipa.ac.id;unipa.ac.id;Jl Gunung Salju, Amban Manokwari Kab. Manokwari - Prop. Papua Barat - Indonesia 98314 ;-0.834685;134.0675111;Universitas Papua Kab. Manokwari - Prop. Papua Barat - Indonesia 98314;-0.834368;134.070162
45;95;Aktif;Universitas Malikussaleh;1 Agustus 2001 ;KEPPRES NO.952001;1 Agustus 2001 ;"Cot Tengku Nie Reuleut
Muara Batu, Aceh Utara";Kec. Muara Batu - Kab. Aceh Utara - Prop. Aceh;24351;0645-41373;0645-44450;info@unimal.ac.id;www.unimal.ac.id;"Cot Tengku Nie Reuleut
Muara Batu, Aceh Utara Kec. Muara Batu - Kab. Aceh Utara - Prop. Aceh 24351 ";5.226417;96.9498077;Universitas Malikussaleh Kec. Muara Batu - Kab. Aceh Utara - Prop. Aceh 24351;5.2330876;96.9814575
46;96;Aktif;Universitas Negeri Gorontalo;9/1/1963;54;23 Juni 2004 ;Jalan Jenderal Sudirman No 6 Kec. Kota Tengah Kel. Wumialo ;Kota Gorontalo - Prop. Gorontalo - Indonesia;96128;(0435)821125;(0435)821752;rektorat@ung.ac.id;www.ung.ac.id;Jalan Jenderal Sudirman No 6 Kec. Kota Tengah Kel. Wumialo  Kota Gorontalo - Prop. Gorontalo - Indonesia 96128 ;0.5524294;123.063711;Universitas Negeri Gorontalo Kota Gorontalo - Prop. Gorontalo - Indonesia 96128;0.556408;123.063603
47;98;Aktif;Universitas Bangka Belitung;4/12/2006;65 Tahun 2010;19 Oktober 2010 ; Jalan Merdeka No. 4;Kec. Taman Sari - Kota Pangkalpinang - Prop. Bangka Belitung;33126;0717- 422145;0717-421303;info@ubb.ac.id;http:ubb.ac.id; Jalan Merdeka No. 4 Kec. Taman Sari - Kota Pangkalpinang - Prop. Bangka Belitung 33126 ;-2.1210348;106.1098536;Universitas Bangka Belitung Kec. Taman Sari - Kota Pangkalpinang - Prop. Bangka Belitung 33126;-2.1205637;106.1110103
48;99;Aktif;Universitas Borneo Tarakan;9 Oktober 1999 ;65 Tahun 2010;19 Oktober 2010 ;"Jl. Amal Lama No.01 Tarakan
";Kota Tarakan - Prop. Kalimantan Utara - Indonesia;77123;8115307023;(0551) 2052558;ubt@borneo.ac.id;http:www.borneo.ac.id;"Jl. Amal Lama No.01 Tarakan
 Kota Tarakan - Prop. Kalimantan Utara - Indonesia 77123 ";-8.10076;112.733289;Universitas Borneo Tarakan Kota Tarakan - Prop. Kalimantan Utara - Indonesia 77123;3.3035806;117.6474437
49;100;Aktif;Universitas Musamus Merauke;9/26/2001;65 Tahun 2010;19 Oktober 2010 ;Jalan Kamizaun Mopah Lama Merauke ;Kab. Merauke - Prop. Papua - Indonesia;99611;0971-330651;0971-325976;info@unmus.ac.id;www.unmus.ac.id;Jalan Kamizaun Mopah Lama Merauke  Kab. Merauke - Prop. Papua - Indonesia 99611 ;-8.5318352;140.4170948;Universitas Musamus Merauke Kab. Merauke - Prop. Papua - Indonesia 99611;-8.5318352;140.4170948
50;101;Aktif;Universitas Maritim Raja Ali Haji (UMRAH);9/8/2011;53 Tahun 2011;9/8/2011;"Pulau Dompak, Tanjungpinang
Kepulauan Riau";Kota Tanjungpinang - Prop. Kepulauan Riau - Indonesia;29124;0771-7001550;0771-7038999;email@umrah.ac.id;http:umrah.ac.id;"Pulau Dompak, Tanjungpinang
Kepulauan Riau Kota Tanjungpinang - Prop. Kepulauan Riau - Indonesia 29124 ";0.8671301;104.4667947;Universitas Maritim Raja Ali Haji (UMRAH) Kota Tanjungpinang - Prop. Kepulauan Riau - Indonesia 29124;0.8704442;104.4757331
51;102;Aktif;Universitas Samudra;13 Mei 2013 ;PERPRES NO 37 tahun 2013;13 Mei 2013 ;Jalan Kampus Meurandeh -Langsa ;Kota Langsa - Prop. Aceh - Indonesia;24415;0641-426534;0641-426535;info@unsam.ac.id;unsam.ac.id;Jalan Kampus Meurandeh -Langsa  Kota Langsa - Prop. Aceh - Indonesia 24415 ;5.5295781;95.3756344;Universitas Samudra Kota Langsa - Prop. Aceh - Indonesia 24415;4.4577837;97.9714791
52;104;Aktif;Universitas Sembilanbelas November Kolaka;4/1/2014;Pepres No. 22 Tahun 2014;4/2/2014;Jalan Pemuda No. 339 Kolaka;Kab. Kolaka - Prop. Sulawesi Tenggara - Indonesia;93514;0405-2321132;0405-2324028;rektorat@usn.ac.id;htpp:www.usn.ac.id;Jalan Pemuda No. 339 Kolaka Kab. Kolaka - Prop. Sulawesi Tenggara - Indonesia 93514 ;-4.0760932;121.63011;Universitas Sembilanbelas November Kolaka Kab. Kolaka - Prop. Sulawesi Tenggara - Indonesia 93514;-4.0728822;121.6247212
